transcript	zeroOne	annot.x	pident.x	length.x	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_8173_c17_g1_i1.p1	1	sp|Q6DGL7|TM147_DANRE	52	225	107	1	1	225	1	224	1.59E-78	238	sp|Q6DGL7|TM147_DANRE	53.7	216	99	1	1	215	1	216	1.59E-80	239
TRINITY_GG_8173_c20_g1_i3.p1	1	sp|A0A383ZFX3|ASAH1_BALAS	43.7	391	211	6	17	398	5	395	8.19E-123	363	sp|A0A383ZFX3|ASAH1_BALAS	43.7	391	211	6	5	395	17	398	6.22E-122	358
TRINITY_GG_8173_c22_g1_i3.p1	1	sp|Q8N7N5|DCAF8_MOUSE	45.4	498	244	7	204	697	118	591	4.89E-152	456	sp|Q8N7N5|DCAF8_MOUSE	46.2	489	225	9	132	591	218	697	1.92E-152	454
TRINITY_GG_8173_c22_g1_i3.p2	1	sp|Q68FH4|GALK2_MOUSE	54.4	241	105	3	20	260	18	253	2.58E-77	244	sp|Q68FH4|GALK2_MOUSE	54.4	241	105	3	18	253	20	260	3.50E-78	244
TRINITY_GG_8173_c22_g2_i1.p1	1	sp|Q9GP16|RL31_HELVI	83.9	124	20	0	1	124	1	124	1.02E-69	207	sp|Q9GP16|RL31_HELVI	83.9	124	20	0	1	124	1	124	1.40E-69	204
TRINITY_GG_8173_c23_g1_i4.p1	1	sp|Q66HC7|SP20H_RAT	30.2	560	235	15	2	538	3	429	1.46E-50	191	sp|Q66HC7|SP20H_RAT	30.6	556	230	15	3	425	2	534	8.86E-53	192
TRINITY_GG_8182_c34_g1_i1.p1	1	sp|F1RAX8|COQ6_DANRE	51.1	448	213	3	24	465	36	483	1.14E-149	438	sp|F1RAX8|COQ6_DANRE	51.1	448	213	3	36	483	24	465	3.46E-151	438
TRINITY_GG_8183_c9_g1_i1.p1	1	sp|P50291|FST_BOVIN	39.6	336	170	9	7	337	10	317	1.20E-78	249	sp|P50291|FST_BOVIN	39.6	336	170	9	10	317	7	337	1.36E-81	253
TRINITY_GG_8197_c13_g1_i1.p1	1	sp|Q24133|DNAJ1_DROME	61.1	355	115	7	1	353	1	334	6.42E-143	410	sp|Q24133|DNAJ1_DROME	61.5	356	112	6	1	334	1	353	2.36E-142	405
TRINITY_GG_8197_c23_g1_i1.p1	1	sp|Q5HZ92|CPTP_XENLA	37.5	216	126	5	5	214	3	215	1.31E-42	145	sp|Q5HZ92|CPTP_XENLA	37.5	216	126	5	3	215	5	214	2.71E-44	146
TRINITY_GG_8197_c29_g1_i1.p1	1	sp|B4MYI5|BOP1_DROWI	64.2	674	223	8	320	980	110	778	0	911	sp|B4MYI5|BOP1_DROWI	64.1	674	224	7	110	778	320	980	0	914
TRINITY_GG_8197_c32_g1_i1.p1	1	sp|Q9N5Y2|TECR_CAEEL	57.2	304	126	3	3	302	5	308	4.38E-119	347	sp|Q9N5Y2|TECR_CAEEL	57.2	304	126	3	5	308	3	302	2.84E-117	339
TRINITY_GG_8197_c9_g1_i1.p1	1	sp|Q96MR6|CFA57_HUMAN	39.1	92	56	0	107	198	1050	1141	3.25E-11	65.1	sp|Q96MR6|CFA57_HUMAN	39.1	92	56	0	1050	1141	107	198	8.45E-12	65.1
TRINITY_GG_8204_c14_g1_i3.p1	1	sp|P0DPB4|SCHI1_MOUSE	32	303	154	8	567	848	213	484	5.48E-25	113	sp|P0DPB4|SCHI1_MOUSE	31.9	298	153	7	217	484	571	848	3.08E-24	105
TRINITY_GG_8204_c15_g1_i2.p1	1	sp|Q32LQ6|MFSD1_DANRE	61.8	374	141	1	22	393	16	389	2.05E-163	469	sp|Q32LQ6|MFSD1_DANRE	61.8	374	141	1	16	389	22	393	4.92E-165	470
TRINITY_GG_8204_c16_g1_i2.p1	1	sp|Q80VY9|DHX33_MOUSE	53.3	617	286	2	1	615	75	691	3.43E-238	677	sp|Q80VY9|DHX33_MOUSE	53.6	614	283	2	75	688	1	612	4.86E-241	681
TRINITY_GG_8204_c17_g1_i4.p1	1	sp|P49021|TIM_DROME	46.6	1254	504	24	1	1113	1	1229	0	991	sp|P49021|TIM_DROME	48.7	1151	455	19	1	1121	1	1046	0	987
TRINITY_GG_8206_c6_g1_i2.p1	1	sp|Q9Y0Y6|NRBP_DROME	54.2	308	132	5	30	330	262	567	4.30E-93	297	sp|Q9Y0Y6|NRBP_DROME	54.2	308	132	5	262	567	30	330	1.51E-96	303
TRINITY_GG_8207_c5_g1_i2.p1	1	sp|Q53HC5|KLH26_HUMAN	36.2	594	342	13	39	618	40	610	1.51E-75	256	sp|Q53HC5|KLH26_HUMAN	36.2	594	342	13	40	610	39	618	4.46E-76	254
TRINITY_GG_8209_c11_g1_i6.p1	1	sp|P30875|SSR2_MOUSE	42.4	323	171	5	41	354	7	323	2.43E-79	254	sp|P30875|SSR2_MOUSE	42.4	323	171	5	7	323	41	354	1.74E-79	250
TRINITY_GG_8212_c1_g1_i1.p1	1	sp|Q9W1V3|FBRL_DROME	84.8	237	36	0	91	327	108	344	1.42E-145	417	sp|Q9W1V3|FBRL_DROME	84.8	237	36	0	108	344	91	327	4.97E-146	414
TRINITY_GG_8234_c2_g1_i2.p1	1	sp|Q8R3L2|TCF25_MOUSE	42.3	470	251	8	135	592	177	638	3.51E-115	363	sp|Q8R3L2|TCF25_MOUSE	42.8	467	253	7	177	638	135	592	4.75E-118	367
TRINITY_GG_8235_c2_g1_i3.p1	1	sp|Q8K2A1|GULP1_MOUSE	50.8	187	92	0	59	245	4	190	7.86E-59	201	sp|Q8K2A1|GULP1_MOUSE	50.8	187	92	0	4	190	59	245	1.34E-59	198
TRINITY_GG_8236_c0_g1_i1.p1	1	sp|Q9NB32|TCPD_OCHTR	80	525	105	0	10	534	9	533	6.79E-297	816	sp|Q9NB32|TCPD_OCHTR	79.5	528	108	0	6	533	7	534	4.40E-295	808
TRINITY_GG_8237_c0_g1_i2.p1	1	sp|Q8MV48|GALT7_DROME	67.4	592	179	3	1	579	1	591	5.56E-305	848	sp|Q8MV48|GALT7_DROME	67.4	592	179	3	1	591	1	579	0	849
TRINITY_GG_8238_c4_g1_i2.p1	1	sp|Q2TBW7|SNX2_BOVIN	52.2	467	204	7	14	471	63	519	9.06E-146	429	sp|Q2TBW7|SNX2_BOVIN	58.5	381	155	2	142	519	91	471	6.09E-144	421
TRINITY_GG_8244_c4_g1_i2.p1	1	sp|Q9W5B6|MTU1_DROME	50.4	371	183	1	3	372	1	371	2.87E-135	395	sp|Q9W5B6|MTU1_DROME	50.5	370	182	1	2	371	4	372	3.85E-135	391
TRINITY_GG_8245_c1_g1_i1.p1	1	sp|Q9W429|S35B4_DROME	58.8	340	130	4	1	334	3	338	3.73E-137	396	sp|Q9W429|S35B4_DROME	57.9	340	133	3	3	338	1	334	1.07E-136	391
TRINITY_GG_8245_c17_g1_i2.p1	1	sp|P49902|5NTC_HUMAN	67.1	492	158	3	79	567	29	519	1.06E-246	692	sp|P49902|5NTC_HUMAN	67.1	492	158	3	29	519	79	567	1.04E-248	694
TRINITY_GG_8247_c22_g2_i1.p1	1	sp|Q96QU8|XPO6_HUMAN	48.3	1056	480	15	3	1004	82	1125	9.01E-305	911	sp|Q96QU8|XPO6_HUMAN	48.3	1056	480	15	82	1125	3	1004	9.46E-305	900
TRINITY_GG_8247_c23_g1_i1.p1	1	sp|Q8K158|CNPD1_MOUSE	37.1	286	162	4	18	295	22	297	6.64E-48	171	sp|Q8K158|CNPD1_MOUSE	38.9	239	138	2	22	260	18	248	5.01E-50	173
TRINITY_GG_8247_c25_g1_i2.p1	1	sp|Q8R3V6|CUED1_MOUSE	39	323	147	10	10	290	48	362	1.81E-41	151	sp|Q8R3V6|CUED1_MOUSE	38.2	327	144	9	48	362	10	290	9.45E-42	148
TRINITY_GG_8247_c9_g1_i2.p1	1	sp|Q9W462|UBP30_DROME	51.1	141	65	3	1	137	1	141	2.85E-39	142	sp|Q9W462|UBP30_DROME	51.1	141	65	3	1	141	1	137	7.57E-40	142
TRINITY_GG_8252_c14_g1_i1.p1	1	sp|Q9JKC9|SYNRG_RAT	22.1	1012	596	33	164	1057	386	1323	2.74E-29	130	sp|Q9JKC9|SYNRG_RAT	21.5	1041	567	34	386	1323	164	1057	1.52E-26	117
TRINITY_GG_8252_c15_g1_i4.p1	1	sp|P51905|SC6A4_DROME	74.3	549	139	2	88	635	61	608	4.00E-305	868	sp|P51905|SC6A4_DROME	74.3	549	139	2	61	608	88	635	4.25E-305	862
TRINITY_GG_8263_c0_g1_i6.p1	1	sp|Q9ES03|TBX20_MOUSE	71.1	249	61	3	186	434	83	320	3.90E-120	367	sp|Q9ES03|TBX20_MOUSE	70.8	250	62	3	83	321	186	435	4.10E-122	368
TRINITY_GG_8264_c25_g1_i1.p1	1	sp|Q24368|ISWI_DROME	78.5	971	193	6	17	982	12	971	0	1509	sp|Q24368|ISWI_DROME	78.5	971	193	6	12	971	17	982	0	1511
TRINITY_GG_8264_c29_g1_i1.p1	1	sp|P34528|YM67_CAEEL	38.2	484	272	11	28	494	34	507	1.80E-104	324	sp|P34528|YM67_CAEEL	38.2	484	272	11	34	507	28	494	1.29E-100	311
TRINITY_GG_8264_c30_g1_i1.p1	1	sp|Q5R7H5|DCA11_PONAB	53	474	205	2	27	483	41	513	1.04E-185	535	sp|Q5R7H5|DCA11_PONAB	52.1	486	215	2	29	513	15	483	1.33E-183	526
TRINITY_GG_8264_c31_g1_i1.p1	1	sp|Q29IM7|CASP8_DROPS	27.8	508	322	17	50	540	17	496	3.52E-47	176	sp|Q29IM7|CASP8_DROPS	27.8	508	322	17	17	496	50	540	3.70E-50	180
TRINITY_GG_8264_c34_g1_i1.p5	1	sp|Q90185|NS1_AADNV	50.4	117	58	0	2	118	583	699	1.33E-28	112	sp|Q90185|NS1_AADNV	50.4	117	58	0	583	699	2	118	2.14E-28	110
TRINITY_GG_8266_c11_g1_i1.p1	1	sp|Q9CQ92|FIS1_MOUSE	55.3	152	67	1	3	153	1	152	2.61E-51	163	sp|Q9CQ92|FIS1_MOUSE	55.3	152	67	1	1	152	3	153	5.26E-53	164
TRINITY_GG_8266_c16_g1_i2.p1	1	sp|P21894|SYAC_BOMMO	68.2	968	305	2	1	966	1	967	0	1377	sp|P21894|SYAC_BOMMO	68.1	968	306	2	1	967	1	966	0	1358
TRINITY_GG_8266_c16_g1_i2.p2	1	sp|Q0VCL9|CC038_BOVIN	35	263	158	6	7	260	8	266	1.62E-45	159	sp|Q0VCL9|CC038_BOVIN	33.6	298	176	8	4	295	3	284	5.57E-46	156
TRINITY_GG_8266_c16_g1_i2.p3	1	sp|Q9H4K7|MTG2_HUMAN	53	215	101	0	2	216	180	394	2.34E-70	223	sp|Q9H4K7|MTG2_HUMAN	53	215	101	0	180	394	2	216	1.10E-72	226
TRINITY_GG_8273_c22_g1_i1.p1	1	sp|Q9VH90|TRBID_DROME	53.3	800	267	11	9	732	10	778	9.27E-277	783	sp|Q9VH90|TRBID_DROME	53.1	808	256	13	10	778	9	732	2.33E-277	781
TRINITY_GG_8273_c25_g1_i4.p1	1	sp|Q00944|FAK1_CHICK	41.6	1165	483	19	131	1266	49	1045	6.08E-271	799	sp|Q00944|FAK1_CHICK	41.9	1166	478	20	49	1045	131	1266	4.11E-272	798
TRINITY_GG_8273_c26_g1_i5.p1	1	sp|Q6SKR2|N6MT1_MOUSE	44.1	220	113	4	1	217	1	213	1.96E-51	168	sp|Q6SKR2|N6MT1_MOUSE	44.1	220	113	4	1	213	1	217	3.60E-51	164
TRINITY_GG_8273_c26_g1_i5.p2	1	sp|Q9VQF9|SNAPN_DROME	50	126	63	0	3	128	1	126	3.14E-34	119	sp|Q9VQF9|SNAPN_DROME	50	126	63	0	1	126	3	128	2.38E-35	118
TRINITY_GG_8273_c28_g1_i1.p1	1	sp|Q24143|HR96_DROME	38.2	744	303	12	19	630	5	723	5.63E-136	417	sp|Q24143|HR96_DROME	39.2	719	330	9	5	723	19	630	5.06E-134	409
TRINITY_GG_8273_c28_g1_i1.p2	1	sp|Q28C91|ECHD1_XENTR	49.5	194	96	2	40	233	36	227	6.20E-58	193	sp|Q28C91|ECHD1_XENTR	49.5	194	96	2	36	227	40	233	2.08E-59	193
TRINITY_GG_8278_c3_g1_i1.p1	1	sp|O88900|GRB14_RAT	44.8	203	107	3	1	203	335	532	3.23E-45	160	sp|O88900|GRB14_RAT	44.3	203	108	2	335	532	1	203	3.11E-47	163
TRINITY_GG_8280_c15_g1_i2.p1	1	sp|Q8CCA0|DCNL4_MOUSE	64.1	234	72	4	2	232	63	287	4.72E-99	293	sp|Q8CCA0|DCNL4_MOUSE	64.1	234	72	4	63	287	2	232	8.75E-103	299
TRINITY_GG_8280_c16_g1_i1.p1	1	sp|Q05192|FTF1B_DROME	52.8	636	203	10	340	945	240	808	9.71E-189	567	sp|Q05192|FTF1B_DROME	52.8	636	203	10	240	808	340	945	1.10E-191	571
TRINITY_GG_8280_c17_g1_i1.p1	1	sp|Q9D7P6|ISCU_MOUSE	83.5	139	23	0	16	154	24	162	2.81E-80	237	sp|Q9D7P6|ISCU_MOUSE	83.5	139	23	0	24	162	16	154	2.07E-80	234
TRINITY_GG_8280_c24_g1_i7.p1	1	sp|Q7SXA9|MUS81_DANRE	41.8	299	149	6	75	351	306	601	1.54E-63	215	sp|Q7SXA9|MUS81_DANRE	38	392	191	11	214	601	8	351	1.09E-64	215
TRINITY_GG_8280_c27_g1_i1.p1	1	sp|Q92802|N42L2_HUMAN	44.1	177	91	3	267	443	391	559	3.59E-37	153	sp|Q92802|N42L2_HUMAN	43.6	172	91	2	394	559	272	443	1.18E-37	149
TRINITY_GG_8280_c67_g1_i1.p1	1	sp|Q9P215|POGK_HUMAN	43.8	121	67	1	18	138	465	584	1.55E-25	104	sp|Q9P215|POGK_HUMAN	43.8	121	67	1	465	584	18	138	1.90E-26	104
TRINITY_GG_8281_c8_g1_i1.p1	1	sp|Q4R5J0|TCPQ_MACFA	68.5	534	168	0	1	534	1	534	1.26E-270	751	sp|Q4R5J0|TCPQ_MACFA	68.5	534	168	0	1	534	1	534	2.60E-272	751
TRINITY_GG_8281_c9_g1_i2.p1	1	sp|Q9VHA0|SCM_DROME	39.1	893	316	20	4	734	47	873	1.40E-172	520	sp|Q9VHA0|SCM_DROME	38.1	896	325	16	45	873	2	734	2.38E-171	514
TRINITY_GG_8282_c2_g1_i1.p1	1	sp|P35554|FTN_DROME	45	100	53	1	54	151	82	181	8.93E-24	94.4	sp|P35554|FTN_DROME	45	100	53	1	82	181	54	151	7.82E-26	96.3
TRINITY_GG_8292_c0_g1_i1.p1	1	sp|Q01069|ESMB_DROME	52.2	180	60	4	18	173	7	184	3.85E-48	160	sp|Q01069|ESMB_DROME	52.5	179	59	4	8	184	19	173	1.01E-48	158
TRINITY_GG_8298_c0_g2_i1.p1	1	sp|Q9US12|YK66_SCHPO	25.4	350	221	8	18	349	4	331	3.06E-23	107	sp|Q9US12|YK66_SCHPO	25.6	340	213	8	6	323	20	341	5.83E-25	108
TRINITY_GG_8300_c0_g1_i1.p1	1	sp|Q16943|VP33_APLCA	60.1	143	56	1	1	142	1	143	2.84E-56	184	sp|Q16943|VP33_APLCA	60.1	143	56	1	1	143	1	142	8.99E-57	182
TRINITY_GG_8303_c3_g1_i2.p1	1	sp|Q3SY69|AL1L2_HUMAN	63	905	329	6	71	971	21	923	0	1174	sp|Q3SY69|AL1L2_HUMAN	63	905	329	6	21	923	71	971	0	1174
TRINITY_GG_8304_c146_g1_i1.p1	1	sp|Q6PGT0|TAD3A_XENLA	38.7	439	228	15	62	475	9	431	2.82E-69	230	sp|Q6PGT0|TAD3A_XENLA	38.7	439	228	15	9	431	62	475	4.97E-72	233
TRINITY_GG_8304_c149_g1_i1.p1	1	sp|P54103|DNJC2_MOUSE	49.9	557	260	8	51	597	59	606	3.12E-150	450	sp|P54103|DNJC2_MOUSE	48.9	564	255	8	59	606	51	597	5.20E-151	448
TRINITY_GG_8304_c153_g1_i4.p1	1	sp|Q00537|CDK17_HUMAN	64.4	522	147	8	1	483	1	522	1.85E-229	643	sp|Q00537|CDK17_HUMAN	64.4	522	147	8	1	522	1	483	9.26E-235	653
TRINITY_GG_8304_c156_g1_i1.p1	1	sp|Q9Z2I8|SUCB2_MOUSE	60.9	394	154	0	27	420	37	430	1.63E-160	462	sp|Q9Z2I8|SUCB2_MOUSE	60.9	394	154	0	37	430	27	420	1.13E-160	459
TRINITY_GG_8304_c159_g1_i2.p2	1	sp|Q9Y2R2|PTN22_HUMAN	46.3	257	129	3	11	267	4	251	7.23E-67	224	sp|Q9Y2R2|PTN22_HUMAN	46.7	259	125	4	4	251	11	267	3.36E-67	223
TRINITY_GG_8304_c163_g1_i3.p1	1	sp|Q9BXB4|OSB11_HUMAN	55.8	353	138	2	1	335	381	733	3.07E-135	405	sp|Q9BXB4|OSB11_HUMAN	55.9	356	139	3	381	736	1	338	2.78E-136	405
TRINITY_GG_8304_c164_g1_i3.p1	1	sp|Q24270|CAC1D_DROME	72.7	1707	385	17	13	1666	584	2262	0	2254	sp|Q24270|CAC1D_DROME	72.9	1706	384	18	584	2262	13	1666	0	2251
TRINITY_GG_8304_c170_g1_i1.p1	1	sp|Q9U8M0|VIT1_PERAM	26.6	1811	1133	39	26	1729	20	1740	3.62E-156	530	sp|Q9U8M0|VIT1_PERAM	27.3	1760	1092	36	20	1696	26	1681	1.65E-160	538
TRINITY_GG_8304_c172_g1_i3.p1	1	sp|Q0VGW6|S12A9_XENLA	44.8	965	451	17	30	980	3	899	8.99E-252	733	sp|Q0VGW6|S12A9_XENLA	44.9	971	441	19	3	899	30	980	6.94E-250	725
TRINITY_GG_8304_c179_g1_i1.p1	1	sp|Q05825|ATPB_DROME	93.3	475	32	0	52	526	31	505	1.97E-305	862	sp|Q05825|ATPB_DROME	93.3	475	32	0	31	505	52	526	3.69E-305	857
TRINITY_GG_8304_c82_g1_i1.p1	1	sp|P50426|GNS_CAPHI	46.1	479	246	8	25	496	52	525	2.34E-152	449	sp|P50426|GNS_CAPHI	46.1	479	246	8	52	525	25	496	1.54E-153	448
TRINITY_GG_8307_c2_g1_i1.p1	1	sp|Q06453|AL_DROME	73.5	155	37	4	172	325	65	216	3.45E-61	209	sp|Q06453|AL_DROME	73.5	155	37	4	65	216	172	325	1.10E-63	211
TRINITY_GG_8308_c8_g1_i2.p1	1	sp|Q641G7|ARPC4_XENLA	88.7	168	19	0	1	168	1	168	1.09E-101	292	sp|Q641G7|ARPC4_XENLA	88.7	168	19	0	1	168	1	168	3.69E-102	290
TRINITY_GG_8316_c4_g1_i1.p1	1	sp|Q86MI0|DVE1_CAEEL	52.9	68	32	0	822	889	387	454	2.04E-14	80.5	sp|Q86MI0|DVE1_CAEEL	50	74	37	0	387	460	822	895	3.20E-16	80.9
TRINITY_GG_8317_c8_g1_i6.p1	1	sp|Q9VCI3|LSD1_DROME	38.5	382	185	6	30	371	12	383	3.88E-71	231	sp|Q9VCI3|LSD1_DROME	38.6	383	185	6	11	383	29	371	6.58E-73	233
TRINITY_GG_8330_c1_g1_i1.p1	1	sp|Q7TQ62|PODN_MOUSE	23.2	530	353	17	32	526	67	577	1.57E-10	68.2	sp|Q7TQ62|PODN_MOUSE	22.7	550	331	18	67	577	32	526	1.73E-15	79.3
TRINITY_GG_8332_c10_g1_i1.p1	1	sp|Q99KP6|PRP19_MOUSE	57.8	419	175	2	1	419	86	502	3.99E-135	400	sp|Q99KP6|PRP19_MOUSE	57.8	419	175	2	86	502	1	419	2.15E-138	405
TRINITY_GG_8354_c4_g1_i1.p1	1	sp|Q9V4X2|PGSC2_DROME	44.1	177	97	2	14	190	8	182	2.27E-47	156	sp|Q9V4X2|PGSC2_DROME	43.8	178	98	2	9	184	15	192	1.78E-48	155
TRINITY_GG_8354_c7_g1_i1.p1	1	sp|Q01887|RYK_MOUSE	38.8	582	274	12	1	567	80	594	1.32E-131	399	sp|Q01887|RYK_MOUSE	39.8	581	270	12	80	594	1	567	4.05E-133	400
TRINITY_GG_8365_c9_g3_i2.p1	1	sp|Q58DC0|CPPED_BOVIN	44.9	285	147	4	14	291	18	299	3.09E-91	276	sp|Q58DC0|CPPED_BOVIN	45.2	283	145	4	18	297	14	289	2.71E-92	275
TRINITY_GG_8386_c0_g1_i2.p1	1	sp|Q3SZP8|TAD2A_BOVIN	39.1	440	235	11	39	459	17	442	8.49E-89	280	sp|Q3SZP8|TAD2A_BOVIN	39.1	440	235	11	17	442	39	459	1.70E-90	281
TRINITY_GG_8386_c0_g1_i2.p2	1	sp|Q9VEA5|RPB4_DROME	84.6	104	16	0	1	104	36	139	2.20E-55	171	sp|Q9VEA5|RPB4_DROME	84.6	104	16	0	36	139	1	104	4.21E-57	172
TRINITY_GG_8397_c3_g1_i2.p1	1	sp|P20483|MPIP_DROME	41.6	445	208	11	192	611	55	472	3.47E-91	293	sp|P20483|MPIP_DROME	43.9	408	178	10	77	457	213	596	4.73E-91	288
TRINITY_GG_8401_c2_g1_i1.p1	1	sp|Q9VRL3|PFD4_DROME	51.9	131	61	1	5	135	10	138	6.03E-40	133	sp|Q9VRL3|PFD4_DROME	51.9	131	61	1	10	138	5	135	4.11E-40	130
TRINITY_GG_8403_c8_g1_i3.p1	1	sp|A2APC3|TTLL9_MOUSE	46.1	466	215	8	85	548	26	457	3.35E-135	405	sp|A2APC3|TTLL9_MOUSE	46.1	466	215	8	26	457	85	548	1.50E-136	405
TRINITY_GG_8410_c2_g1_i1.p1	1	sp|Q9VM90|SBKH_DROME	46.8	376	190	3	10	376	75	449	3.34E-123	366	sp|Q9VM90|SBKH_DROME	46.8	376	190	3	75	449	10	376	1.28E-126	371
TRINITY_GG_8410_c3_g1_i1.p1	1	sp|Q9Y6C9|MTCH2_HUMAN	34.3	245	151	4	1	235	43	287	1.13E-44	155	sp|Q9Y6C9|MTCH2_HUMAN	34.3	245	151	4	43	287	1	235	3.06E-48	161
TRINITY_GG_8415_c2_g1_i1.p1	1	sp|Q5FVL2|EMC8_RAT	44.3	203	105	3	40	234	1	203	2.51E-54	176	sp|Q5FVL2|EMC8_RAT	44.3	203	105	3	1	203	40	234	1.09E-56	179
TRINITY_GG_8418_c17_g1_i1.p1	1	sp|P55199|ELL_HUMAN	30.2	672	355	13	5	643	24	614	2.25E-53	196	sp|P55199|ELL_HUMAN	30.5	672	351	13	24	613	5	642	6.14E-60	211
TRINITY_GG_8418_c19_g1_i1.p1	1	sp|Q3LXA3|TKFC_HUMAN	41.2	592	315	13	5	583	3	574	1.69E-116	360	sp|Q3LXA3|TKFC_HUMAN	41.2	592	315	13	3	574	5	583	3.65E-114	351
TRINITY_GG_8419_c3_g1_i1.p1	1	sp|Q2KIR8|TDH_BOVIN	62.6	305	111	3	47	349	57	360	7.02E-139	402	sp|Q2KIR8|TDH_BOVIN	62.6	305	111	3	57	360	47	349	1.21E-139	400
TRINITY_GG_8437_c17_g1_i2.p1	1	sp|Q5XI59|RNF10_RAT	38.4	770	412	25	10	754	32	764	3.04E-124	394	sp|Q5XI59|RNF10_RAT	38.7	773	406	26	32	764	10	754	3.84E-118	375
TRINITY_GG_8437_c19_g1_i1.p1	1	sp|Q9D0F6|RFC5_MOUSE	69.5	328	99	1	4	331	9	335	1.51E-166	470	sp|Q9D0F6|RFC5_MOUSE	70.8	319	93	0	17	335	13	331	4.43E-168	470
TRINITY_GG_8437_c21_g1_i1.p1	1	sp|Q80YN4|CORIN_RAT	27.5	589	365	23	238	776	521	1097	3.19E-40	163	sp|Q80YN4|CORIN_RAT	27.5	589	365	22	521	1097	238	776	3.20E-40	159
TRINITY_GG_8437_c22_g1_i1.p1	1	sp|Q7QHW5|ARM_ANOGA	82.7	515	88	1	1	514	199	713	2.41E-288	806	sp|Q7QHW5|ARM_ANOGA	82.7	515	88	1	199	713	1	514	7.10E-291	810
TRINITY_GG_8437_c23_g1_i1.p1	1	sp|A9C3P0|MLEC_DANRE	52.9	259	108	5	25	271	29	285	5.19E-87	263	sp|A9C3P0|MLEC_DANRE	52.9	259	108	5	29	285	25	271	2.78E-89	266
TRINITY_GG_8439_c0_g1_i1.p1	1	sp|Q9U3V5|TIPT_DROME	39.1	1098	346	35	350	1384	185	1022	6.15E-154	495	sp|Q9U3V5|TIPT_DROME	39.5	1108	327	39	185	1022	350	1384	1.37E-154	493
TRINITY_GG_8460_c4_g1_i1.p1	1	sp|Q9VBW3|CAD96_DROME	43.4	758	354	12	2	691	23	773	1.77E-187	553	sp|Q9VBW3|CAD96_DROME	45.1	732	327	13	49	773	28	691	1.45E-189	555
TRINITY_GG_8475_c6_g1_i3.p1	1	sp|A7MBJ5|CAND1_BOVIN	69.8	1245	358	7	1	1242	1	1230	0	1653	sp|A7MBJ5|CAND1_BOVIN	70.3	1232	350	6	1	1219	1	1229	0	1648
TRINITY_GG_8476_c1_g1_i11.p1	1	sp|O94964|SOGA1_HUMAN	28.6	196	122	2	511	706	3	180	9.35E-06	55.1	sp|O94964|SOGA1_HUMAN	29.3	249	140	6	3	219	511	755	8.29E-08	56.6
TRINITY_GG_8484_c5_g1_i3.p1	1	sp|Q74FW6|TSAL_GEOSL	42.5	360	206	1	32	391	25	383	7.66E-87	273	sp|Q74FW6|TSAL_GEOSL	42.5	360	206	1	25	383	32	391	1.45E-85	266
TRINITY_GG_8484_c6_g1_i1.p1	1	sp|Q567C6|ZN367_DANRE	51.2	215	87	3	17	214	28	241	8.64E-33	129	sp|Q567C6|ZN367_DANRE	51.2	215	87	3	28	241	17	214	9.22E-35	130
TRINITY_GG_8490_c15_g1_i1.p2	1	sp|Q2YDI3|YPEL2_BOVIN	97.3	112	3	0	3	114	8	119	1.04E-81	237	sp|Q2YDI3|YPEL2_BOVIN	97.3	112	3	0	8	119	3	114	1.81E-82	236
TRINITY_GG_8494_c2_g1_i3.p1	1	sp|P24156|L2CC_DROME	82.7	272	47	0	1	272	1	272	1.47E-156	439	sp|P24156|L2CC_DROME	82.7	272	47	0	1	272	1	272	6.40E-160	444
TRINITY_GG_8496_c9_g1_i2.p1	1	sp|O15943|CADN_DROME	83.4	3025	451	12	42	3026	75	3087	0	5129	sp|O15943|CADN_DROME	83.2	3032	457	11	75	3094	42	3033	0	5136
TRINITY_GG_8501_c13_g1_i1.p1	1	sp|Q8MP06|SNO1_TYRJA	35.2	423	261	6	2	417	27	443	3.31E-83	265	sp|Q8MP06|SNO1_TYRJA	35.5	423	260	7	27	443	2	417	4.61E-83	261
TRINITY_GG_8501_c9_g1_i1.p1	1	sp|Q6NP60|MOX12_DROME	49.2	530	247	12	4	516	155	679	3.02E-171	509	sp|Q6NP60|MOX12_DROME	48.6	554	261	13	155	702	4	539	6.61E-171	505
TRINITY_GG_8506_c1_g1_i1.p1	1	sp|Q6P0C6|LHPL2_DANRE	39.5	228	121	3	1	215	1	224	9.83E-51	167	sp|Q6P0C6|LHPL2_DANRE	39.5	228	121	3	1	224	1	215	1.36E-50	163
TRINITY_GG_8521_c19_g1_i1.p1	1	sp|P21265|PUR8_CHICK	66.2	494	145	1	7	500	7	478	7.29E-233	651	sp|P21265|PUR8_CHICK	66.2	494	145	1	7	478	7	500	1.51E-236	657
TRINITY_GG_8521_c24_g1_i3.p1	1	sp|Q9UKN7|MYO15_HUMAN	47.6	1151	555	16	174	1310	1203	2319	2.08E-279	934	sp|Q9UKN7|MYO15_HUMAN	47.8	1141	549	15	1203	2309	174	1301	1.06E-281	937
