transcript	zeroOne	annot.x	pident.x	length.x	mismatch	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	annot.y	pident.y	length.y	mismach	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
TRINITY_GG_8055_c18_g2_i2.p1	1	sp|A1L1C7|PAN3_XENTR	50.8	532	232	5	40	567	281	786	1.24E-179	529	sp|A1L1C7|PAN3_XENTR	52.3	520	218	6	295	786	50	567	2.02E-177	520
TRINITY_GG_8055_c19_g1_i1.p1	1	sp|Q9DAY5|CF120_MOUSE	39	159	92	2	17	175	32	185	7.49E-33	118	sp|Q9DAY5|CF120_MOUSE	39.1	156	90	2	35	185	20	175	5.74E-32	112
TRINITY_GG_8057_c2_g1_i2.p1	1	sp|Q8TC07|TBC15_HUMAN	38.3	645	330	12	3	586	12	649	2.20E-141	430	sp|Q8TC07|TBC15_HUMAN	38.3	645	330	12	12	649	3	586	6.91E-140	422
TRINITY_GG_8058_c5_g2_i1.p1	1	sp|P24014|SLIT_DROME	71.1	1435	385	8	48	1456	73	1504	0	1147	sp|P24014|SLIT_DROME	71.1	1435	385	8	73	1504	48	1456	0	1146
TRINITY_GG_8062_c9_g1_i4.p1	1	sp|M9MRD1|MS300_DROME	46.4	4835	2550	23	143	4966	562	5364	0	4292	sp|M9MRD1|MS300_DROME	46.3	4838	2553	23	559	5364	140	4966	0	4273
TRINITY_GG_8079_c31_g1_i1.p1	1	sp|E2AX35|PROH4_CAMFO	89.1	184	19	1	26	209	19	201	2.76E-120	342	sp|E2AX35|PROH4_CAMFO	88.8	188	19	2	16	201	22	209	5.38E-122	343
TRINITY_GG_8079_c34_g1_i6.p1	1	sp|Q9P2D8|UNC79_HUMAN	27.6	2015	1094	49	4	1897	635	2406	1.03E-174	593	sp|Q9P2D8|UNC79_HUMAN	27.8	1988	1125	45	635	2406	4	1897	1.26E-183	616
TRINITY_GG_8083_c3_g1_i1.p1	1	sp|Q8N2Y8|RUSC2_HUMAN	39.3	206	103	4	1357	1553	989	1181	2.58E-22	109	sp|Q8N2Y8|RUSC2_HUMAN	39.1	207	104	4	989	1182	1357	1554	2.34E-25	114
TRINITY_GG_8089_c18_g1_i3.p1	1	sp|Q5U241|PD5BB_XENLA	41.4	1139	640	15	4	1134	12	1130	1.30E-291	863	sp|Q5U241|PD5BB_XENLA	41.4	1138	639	15	13	1130	5	1134	3.84E-288	851
TRINITY_GG_8089_c19_g1_i1.p1	1	sp|P45974|UBP5_HUMAN	52.6	859	339	15	5	804	7	856	0	899	sp|P45974|UBP5_HUMAN	52.4	859	341	14	7	856	5	804	3.28E-305	886
TRINITY_GG_8089_c20_g1_i3.p1	1	sp|P35668|GSHB_XENLA	46.1	343	175	5	27	368	141	474	9.18E-95	293	sp|P35668|GSHB_XENLA	46.1	343	175	5	141	474	27	368	3.04E-94	289
TRINITY_GG_8089_c24_g1_i1.p1	1	sp|Q28F51|TADBP_XENTR	51.6	409	135	6	4	410	5	352	1.54E-129	385	sp|Q28F51|TADBP_XENTR	51.8	409	134	7	5	352	4	410	2.74E-128	378
TRINITY_GG_8089_c24_g1_i1.p2	1	sp|Q8WY64|MYLIP_HUMAN	42	469	226	9	1	458	1	434	3.78E-117	354	sp|Q8WY64|MYLIP_HUMAN	42.3	470	223	10	1	434	1	458	2.95E-115	345
TRINITY_GG_8089_c28_g1_i1.p1	1	sp|Q7JQF1|OAMB_DROME	48.5	707	164	18	51	652	11	622	4.39E-177	523	sp|Q7JQF1|OAMB_DROME	48.2	712	169	17	6	622	46	652	1.58E-181	531
TRINITY_GG_8089_c29_g1_i2.p1	1	sp|Q58D65|TYW2_BOVIN	38.9	370	199	5	11	379	94	437	2.42E-84	266	sp|Q58D65|TYW2_BOVIN	38.4	370	201	4	94	437	11	379	4.01E-86	267
TRINITY_GG_8089_c30_g1_i1.p1	1	sp|P61356|RL27_BOVIN	74.3	136	33	2	1	134	1	136	2.41E-64	195	sp|P61356|RL27_BOVIN	74.3	136	33	2	1	136	1	134	9.98E-66	195
TRINITY_GG_8089_c31_g1_i1.p1	1	sp|Q25532|VATG_MANSE	77.4	115	26	0	1	115	1	115	1.22E-30	108	sp|Q25532|VATG_MANSE	77.4	115	26	0	1	115	1	115	7.41E-34	113
TRINITY_GG_8089_c7_g1_i1.p1	1	sp|Q28Y46|DCTN2_DROPS	42.5	409	197	10	1	403	1	377	5.31E-83	261	sp|Q28Y46|DCTN2_DROPS	42.5	409	197	10	1	377	1	403	1.29E-88	272
TRINITY_GG_8094_c5_g1_i1.p1	1	sp|Q6NLL1|Y1411_DROME	41.3	458	218	13	5	429	3	442	1.21E-88	307	sp|Q6NLL1|Y1411_DROME	44.5	393	181	8	3	390	5	365	4.35E-89	303
TRINITY_GG_8094_c6_g1_i2.p1	1	sp|Q2MV58|TECT1_HUMAN	25.8	573	352	20	121	682	77	587	1.62E-33	139	sp|Q2MV58|TECT1_HUMAN	25.8	573	352	19	77	587	121	682	1.18E-36	144
TRINITY_GG_8094_c6_g1_i2.p2	1	sp|Q6DGZ1|B9D2_DANRE	65.5	174	60	0	1	174	1	174	1.39E-96	280	sp|Q6DGZ1|B9D2_DANRE	65.5	174	60	0	1	174	1	174	1.14E-97	279
TRINITY_GG_8106_c5_g1_i1.p1	1	sp|Q7RTX9|MOT14_HUMAN	36.7	188	119	0	6	193	29	216	2.60E-33	137	sp|Q7RTX9|MOT14_HUMAN	36.7	188	119	0	29	216	6	193	1.67E-38	148
TRINITY_GG_8111_c14_g1_i10.p2	1	sp|Q9UQ35|SRRM2_HUMAN	53.3	180	75	4	1	176	1	175	2.04E-48	177	sp|Q9UQ35|SRRM2_HUMAN	53.3	180	75	4	1	175	1	176	9.71E-49	177
TRINITY_GG_8113_c2_g1_i1.p1	1	sp|O95831|AIFM1_HUMAN	59.7	486	190	3	158	638	129	613	8.45E-207	595	sp|O95831|AIFM1_HUMAN	59.7	486	190	3	129	613	158	638	2.68E-207	593
TRINITY_GG_8117_c1_g1_i1.p1	1	sp|Q9VTV1|THOC6_DROME	39.9	318	185	4	4	320	7	319	1.08E-79	249	sp|Q9VTV1|THOC6_DROME	40.1	317	184	4	7	318	4	319	1.68E-81	250
TRINITY_GG_8125_c14_g1_i1.p1	1	sp|Q6PC91|BT3L4_DANRE	73.7	156	35	1	1	150	1	156	5.31E-67	205	sp|Q6PC91|BT3L4_DANRE	73.2	157	36	1	1	157	1	151	2.92E-67	202
TRINITY_GG_8125_c22_g1_i1.p1	1	sp|O35623|BET1_MOUSE	45.6	90	49	0	23	112	29	118	3.67E-18	76.6	sp|O35623|BET1_MOUSE	45.6	90	49	0	29	118	23	112	2.44E-21	81.3
TRINITY_GG_8125_c24_g1_i1.p1	1	sp|Q5TYS5|SCRN2_DANRE	48.1	418	200	8	5	414	7	415	4.27E-124	368	sp|Q5TYS5|SCRN2_DANRE	48.1	418	200	8	7	415	5	414	9.99E-125	366
TRINITY_GG_8125_c25_g1_i1.p1	1	sp|Q17GM7|CISY1_AEDAE	81.7	465	84	1	1	464	1	465	2.04E-289	791	sp|Q17GM7|CISY1_AEDAE	81.7	465	84	1	1	465	1	464	8.05E-289	786
TRINITY_GG_8125_c26_g1_i1.p1	1	sp|Q9Y662|HS3SB_HUMAN	64.5	276	93	2	105	380	119	389	4.13E-130	381	sp|Q9Y662|HS3SB_HUMAN	67.4	258	82	1	134	389	123	380	1.14E-129	377
TRINITY_GG_8125_c29_g1_i1.p1	1	sp|Q9H2L4|TMM60_HUMAN	38.8	116	66	3	1	113	3	116	3.58E-18	77.8	sp|Q9H2L4|TMM60_HUMAN	36.6	123	73	3	3	123	1	120	2.96E-19	77
TRINITY_GG_8125_c30_g1_i1.p1	1	sp|Q6GLT8|FAHD2_XENLA	47.8	299	155	1	56	353	21	319	5.37E-102	306	sp|Q6GLT8|FAHD2_XENLA	47.8	299	155	1	21	319	56	353	1.50E-105	311
TRINITY_GG_8125_c31_g1_i1.p1	1	sp|Q9P2M4|TBC14_HUMAN	53.6	468	182	7	399	846	224	676	1.62E-156	477	sp|Q9P2M4|TBC14_HUMAN	51.4	500	201	8	192	676	374	846	1.12E-160	484
TRINITY_GG_8125_c32_g1_i1.p1	1	sp|Q8R0X2|CACL1_MOUSE	33.6	244	146	5	13	253	140	370	5.91E-35	132	sp|Q8R0X2|CACL1_MOUSE	33.6	244	146	5	140	370	13	253	1.63E-38	138
TRINITY_GG_8126_c0_g1_i3.p1	1	sp|Q5ZJD8|TMM68_CHICK	58.6	111	45	1	1	111	215	324	1.09E-39	138	sp|Q5ZJD8|TMM68_CHICK	58.6	111	45	1	215	324	1	111	4.58E-40	136
TRINITY_GG_8127_c2_g1_i1.p1	1	sp|Q8CDM1|ATAD2_MOUSE	41.7	1036	485	14	423	1371	32	1035	3.02E-245	735	sp|Q8CDM1|ATAD2_MOUSE	50.6	753	321	6	27	776	420	1124	2.45E-243	726
TRINITY_GG_8128_c0_g1_i1.p1	1	sp|Q9HC58|NCKX3_HUMAN	39.2	581	305	10	2	545	73	642	3.02E-121	374	sp|Q9HC58|NCKX3_HUMAN	39.2	582	304	10	73	642	2	545	1.92E-126	384
TRINITY_GG_8130_c0_g1_i5.p1	1	sp|Q9V466|NU107_DROME	40.9	797	444	10	105	888	62	844	1.22E-187	563	sp|Q9V466|NU107_DROME	41	797	443	10	62	844	105	888	1.11E-193	575
TRINITY_GG_8134_c0_g1_i1.p1	1	sp|P35600|RFC1_DROME	49.1	782	338	10	256	1004	203	957	4.64E-233	691	sp|P35600|RFC1_DROME	49.1	782	338	10	203	957	256	1004	1.28E-234	691
TRINITY_GG_8139_c10_g1_i1.p1	1	sp|Q24322|SEM1A_DROME	61.9	797	236	15	27	800	66	817	0	956	sp|Q24322|SEM1A_DROME	62	797	235	15	66	817	27	800	0	950
TRINITY_GG_8139_c11_g1_i1.p1	1	sp|Q9H4Z3|CAPAM_HUMAN	53.7	633	246	8	71	659	39	668	3.65E-236	676	sp|Q9H4Z3|CAPAM_HUMAN	53.5	636	249	8	36	668	68	659	3.23E-239	680
TRINITY_GG_8151_c10_g1_i1.p1	1	sp|Q33DR3|DLP1_MOUSE	43.6	360	181	8	59	408	50	397	1.21E-85	269	sp|Q33DR3|DLP1_MOUSE	43.6	360	181	8	50	397	59	408	2.71E-86	267
TRINITY_GG_8151_c11_g1_i4.p1	1	sp|P25991|SUF_DROME	62.5	755	241	6	4	719	9	760	0	958	sp|P25991|SUF_DROME	62.5	755	241	6	9	760	4	719	0	955
TRINITY_GG_8151_c14_g1_i10.p1	1	sp|Q80ST9|LCA5_MOUSE	31.5	203	139	0	75	277	95	297	3.64E-19	95.9	sp|Q80ST9|LCA5_MOUSE	31.5	203	139	0	95	297	75	277	5.44E-19	90.9
TRINITY_GG_8151_c15_g1_i1.p1	1	sp|Q9DBD2|MARH8_MOUSE	58	238	80	3	3	220	2	239	3.73E-92	285	sp|Q9DBD2|MARH8_MOUSE	58	238	80	3	2	239	3	220	5.64E-89	272
TRINITY_GG_8155_c11_g1_i1.p1	1	sp|Q6EV23|RS23_PAPDA	96.5	143	5	0	1	143	1	143	7.65E-99	283	sp|Q6EV23|RS23_PAPDA	96.5	143	5	0	1	143	1	143	2.20E-100	283
TRINITY_GG_8155_c14_g1_i1.p1	1	sp|O14908|GIPC1_HUMAN	54.2	286	129	2	32	316	48	332	5.62E-100	300	sp|O14908|GIPC1_HUMAN	54.2	286	129	2	48	332	32	316	2.76E-100	297
TRINITY_GG_8155_c31_g1_i1.p1	1	sp|Q58DW2|CGL_BOVIN	60.5	387	153	0	3	389	10	396	3.47E-168	479	sp|Q58DW2|CGL_BOVIN	60.5	387	153	0	10	396	3	389	1.69E-168	476
TRINITY_GG_8155_c32_g1_i1.p1	1	sp|Q99PE8|ABCG5_MOUSE	30.8	577	356	13	38	595	69	621	3.15E-59	213	sp|Q99PE8|ABCG5_MOUSE	30.8	577	356	13	69	621	38	595	1.15E-58	208
TRINITY_GG_8155_c40_g1_i1.p1	1	sp|B6MUN4|MYSM1_BRAFL	44	357	178	5	356	712	395	729	1.72E-89	303	sp|B6MUN4|MYSM1_BRAFL	44.5	344	172	4	405	729	369	712	2.53E-88	296
TRINITY_GG_8155_c41_g1_i1.p1	1	sp|P55809|SCOT1_HUMAN	69.5	489	147	2	34	522	29	515	6.51E-243	679	sp|P55809|SCOT1_HUMAN	69.5	489	147	2	29	515	34	522	5.21E-244	678
TRINITY_GG_8155_c42_g1_i1.p1	1	sp|Q07327|ROP_DROME	74	597	142	3	1	587	1	594	0	907	sp|Q07327|ROP_DROME	74	597	142	3	1	594	1	587	0	905
TRINITY_GG_8155_c43_g1_i1.p1	1	sp|P46461|NSF1_DROME	74.2	737	188	1	6	742	5	739	0	1107	sp|P46461|NSF1_DROME	74.2	737	188	1	5	739	6	742	0	1107
TRINITY_GG_8155_c44_g1_i1.p1	1	sp|Q962S7|RL37_SPOFR	84.8	92	13	1	51	142	1	91	1.46E-51	161	sp|Q962S7|RL37_SPOFR	84.8	92	13	1	1	91	51	142	1.11E-52	160
TRINITY_GG_8156_c0_g1_i1.p1	1	sp|Q9VVW5|DUSK3_DROME	46.3	473	166	10	12	471	7	404	2.91E-104	320	sp|Q9VVW5|DUSK3_DROME	42.9	469	181	9	10	404	16	471	8.21E-105	317
TRINITY_GG_8158_c12_g1_i1.p2	1	sp|Q8NAT2|TDRD5_HUMAN	25.8	422	245	14	331	741	299	663	7.27E-25	114	sp|Q8NAT2|TDRD5_HUMAN	32.5	194	125	3	472	663	552	741	2.41E-27	118
TRINITY_GG_8158_c7_g1_i2.p1	1	sp|D3YXK1|SAMD1_MOUSE	54.7	64	29	0	10	73	35	98	6.80E-12	71.2	sp|D3YXK1|SAMD1_MOUSE	54.7	64	29	0	35	98	10	73	1.60E-12	68.9
TRINITY_GG_8159_c0_g1_i1.p1	1	sp|Q9VHV5|ARL8_DROME	90.2	183	18	0	1	183	1	183	9.55E-121	342	sp|Q9VHV5|ARL8_DROME	90.2	183	18	0	1	183	1	183	4.53E-121	339
TRINITY_GG_8171_c14_g1_i1.p1	1	sp|Q23978|MY31D_DROME	65.2	915	307	5	1	908	1	911	0	1197	sp|Q23978|MY31D_DROME	65.1	916	309	5	1	912	1	909	0	1193
TRINITY_GG_8171_c17_g1_i6.p1	1	sp|P21872|PUR2_CHICK	57	1008	421	7	1	1001	1	1003	0	1092	sp|P21872|PUR2_CHICK	57	1008	421	7	1	1003	1	1001	0	1088
TRINITY_GG_8171_c17_g1_i6.p2	1	sp|Q99442|SEC62_HUMAN	53.2	299	116	3	1	280	1	294	4.08E-62	207	sp|Q99442|SEC62_HUMAN	53.2	299	116	3	1	294	1	280	1.67E-64	209
TRINITY_GG_8171_c17_g1_i6.p4	1	sp|Q9NX36|DJC28_HUMAN	44.7	152	83	1	1	152	183	333	1.19E-36	134	sp|Q9NX36|DJC28_HUMAN	43.9	155	86	1	183	336	1	155	4.38E-40	140
TRINITY_GG_8171_c17_g1_i6.p6	1	sp|A8E7I5|TTC36_DANRE	49.5	182	78	2	1	172	1	178	4.78E-42	142	sp|A8E7I5|TTC36_DANRE	49.4	180	81	3	1	178	1	172	6.49E-45	145
TRINITY_GG_8171_c17_g1_i6.p7	1	sp|Q6P320|SZRD1_XENTR	40	160	85	5	5	164	4	152	7.47E-28	104	sp|Q6P320|SZRD1_XENTR	40	160	85	5	4	152	5	164	8.97E-25	92.8
TRINITY_GG_8172_c10_g1_i1.p1	1	sp|P28755|SODC_CERCA	69.3	153	46	1	1	153	1	152	2.75E-72	216	sp|P28755|SODC_CERCA	69.3	153	46	1	1	152	1	153	3.89E-74	218
TRINITY_GG_8172_c23_g1_i1.p1	1	sp|Q8NEV4|MYO3A_HUMAN	50.6	1106	521	9	6	1092	5	1104	0	1071	sp|Q8NEV4|MYO3A_HUMAN	50.6	1106	521	9	5	1104	6	1092	0	1069
TRINITY_GG_8172_c24_g1_i1.p1	1	sp|Q6DID3|SCAF8_MOUSE	43.4	758	320	23	1	740	1	667	1.30E-86	314	sp|Q6DID3|SCAF8_MOUSE	43.6	745	312	22	1	654	1	728	1.73E-87	312
TRINITY_GG_8172_c27_g1_i1.p1	1	sp|B5DEQ3|XPP3_RAT	44.5	470	245	9	46	506	41	503	2.04E-134	401	sp|B5DEQ3|XPP3_RAT	44.5	470	245	9	41	503	46	506	3.03E-133	395
TRINITY_GG_8177_c1_g1_i2.p1	1	sp|Q6IZB5|MFTC_CRIGR	56.6	309	124	6	8	312	3	305	7.19E-123	357	sp|Q6IZB5|MFTC_CRIGR	57.2	306	121	6	3	302	8	309	2.97E-124	357
TRINITY_GG_8181_c11_g1_i1.p1	1	sp|Q17N71|CLU_AEDAE	72.2	1300	317	12	116	1380	84	1374	0	1837	sp|Q17N71|CLU_AEDAE	72.4	1301	313	15	84	1374	116	1380	0	1829
TRINITY_GG_8181_c9_g1_i1.p1	1	sp|Q17N69|LIS1_AEDAE	81.1	350	65	1	3	351	1	350	4.30E-108	327	sp|Q17N69|LIS1_AEDAE	81.4	350	64	1	1	350	3	351	1.41E-108	325
TRINITY_GG_8181_c9_g1_i1.p2	1	sp|Q8IPX7|EXOS3_DROME	47.6	225	113	3	62	286	7	226	1.49E-63	202	sp|Q8IPX7|EXOS3_DROME	47.6	225	113	3	7	226	62	286	8.57E-66	204
TRINITY_GG_8185_c5_g1_i1.p1	1	sp|Q53GS7|GLE1_HUMAN	41.5	287	166	2	324	609	411	696	7.85E-62	220	sp|Q53GS7|GLE1_HUMAN	41.5	287	166	2	411	696	324	609	5.29E-64	223
TRINITY_GG_8186_c0_g1_i8.p1	1	sp|Q6GR37|MET16_XENLA	29.3	417	225	9	6	400	173	541	2.52E-34	137	sp|Q6GR37|MET16_XENLA	36.2	213	126	2	173	384	6	209	1.53E-36	139
TRINITY_GG_8192_c4_g2_i1.p1	1	sp|Q01793|KRUP_TRICA	65.5	29	10	0	1	29	2	30	1.25E-06	47.4	sp|Q01793|KRUP_TRICA	65.5	29	10	0	2	30	1	29	3.10E-07	44.3
TRINITY_GG_8195_c0_g1_i1.p1	1	sp|Q15428|SF3A2_HUMAN	84.3	229	35	1	1	229	1	228	1.79E-136	397	sp|Q15428|SF3A2_HUMAN	83.5	230	30	1	1	222	1	230	3.26E-137	395
TRINITY_GG_8197_c0_g1_i2.p1	1	sp|Q6FXJ3|SYM1_CANGA	30.2	139	81	4	41	169	57	189	2.23E-20	87.4	sp|Q6FXJ3|SYM1_CANGA	29.4	136	82	2	59	189	43	169	1.43E-21	87
TRINITY_GG_8203_c1_g1_i1.p1	1	sp|Q9VHT4|FUCT1_DROME	57.4	317	135	0	7	323	14	330	2.85E-121	355	sp|Q9VHT4|FUCT1_DROME	58.7	310	128	0	14	323	7	316	5.23E-119	345
TRINITY_GG_8205_c1_g1_i2.p1	1	sp|Q2KHZ9|GCDH_BOVIN	74.2	368	95	0	1	368	67	434	7.98E-206	575	sp|Q2KHZ9|GCDH_BOVIN	74.2	368	95	0	67	434	1	368	5.82E-209	579
TRINITY_GG_8207_c0_g1_i1.p1	1	sp|Q5E9B3|PGTB2_BOVIN	65.8	117	40	0	1	117	1	117	4.37E-49	170	sp|Q5E9B3|PGTB2_BOVIN	65.8	117	40	0	1	117	1	117	9.04E-51	171
TRINITY_GG_8209_c0_g1_i1.p1	1	sp|P32028|FD4_DROME	61.5	234	64	2	1	208	1	234	1.54E-86	266	sp|P32028|FD4_DROME	61.5	234	64	2	1	234	1	208	5.47E-88	267
TRINITY_GG_8219_c0_g1_i1.p1	1	sp|Q94518|NACA_DROME	62.8	234	69	4	1	234	1	216	2.73E-81	245	sp|Q94518|NACA_DROME	72	193	48	3	30	216	42	234	2.26E-79	236
TRINITY_GG_8222_c0_g1_i2.p1	1	sp|Q56A55|MITOS_DANRE	57.9	573	240	1	7	579	140	711	4.68E-225	643	sp|Q56A55|MITOS_DANRE	57.5	579	245	1	134	711	1	579	3.35E-231	655
TRINITY_GG_8223_c8_g1_i1.p1	1	sp|Q8SX68|CT2NL_DROME	41.3	446	175	5	37	467	66	439	1.98E-58	211	sp|Q8SX68|CT2NL_DROME	40.9	443	181	4	66	439	37	467	2.52E-58	206
TRINITY_GG_8224_c13_g1_i5.p1	1	sp|Q9VWN5|MINY3_DROME	51.5	468	190	4	11	444	96	560	8.17E-160	466	sp|Q9VWN5|MINY3_DROME	51.5	468	190	4	96	560	11	444	5.81E-156	452
TRINITY_GG_8224_c14_g1_i1.p1	1	sp|A6H730|PPAP_BOVIN	38.1	362	206	8	48	401	25	376	2.22E-73	237	sp|A6H730|PPAP_BOVIN	38.1	362	206	8	25	376	48	401	1.46E-72	231
TRINITY_GG_8228_c2_g1_i1.p2	1	sp|Q3UHB8|CC177_MOUSE	43.7	71	40	0	29	99	69	139	4.85E-10	58.5	sp|Q3UHB8|CC177_MOUSE	43.7	71	40	0	69	139	29	99	5.90E-10	56.6
TRINITY_GG_8233_c0_g1_i3.p1	1	sp|Q08CD5|RXLT1_DANRE	47.8	358	182	3	45	398	78	434	3.94E-120	358	sp|Q08CD5|RXLT1_DANRE	47.8	358	182	3	78	434	45	398	3.23E-119	352
TRINITY_GG_8234_c2_g1_i1.p1	1	sp|Q9NZI2|KCIP1_HUMAN	50.8	181	89	0	103	283	45	225	6.14E-63	201	sp|Q9NZI2|KCIP1_HUMAN	50.8	181	89	0	45	225	103	283	2.82E-64	200
TRINITY_GG_8237_c0_g1_i1.p1	1	sp|P27610|HMIN_BOMMO	71.9	153	26	3	2	141	310	458	1.17E-59	194	sp|P27610|HMIN_BOMMO	82.5	126	19	1	333	458	19	141	3.42E-63	201
TRINITY_GG_8240_c3_g1_i1.p1	1	sp|Q9VB46|APMAP_DROME	48.5	410	203	4	1	403	1	409	4.09E-127	382	sp|Q9VB46|APMAP_DROME	48.2	419	208	5	1	417	1	412	4.20E-126	376
TRINITY_GG_8240_c5_g2_i1.p1	1	sp|Q5SXM2|SNPC4_HUMAN	31.4	354	222	9	144	483	148	494	7.94E-37	155	sp|Q5SXM2|SNPC4_HUMAN	30.3	356	223	8	148	494	144	483	1.24E-33	140
TRINITY_GG_8242_c2_g1_i1.p1	1	sp|Q3UCV8|OTUL_MOUSE	36.3	212	128	4	763	970	81	289	2.02E-33	135	sp|Q3UCV8|OTUL_MOUSE	36.3	212	128	4	81	289	763	970	1.01E-34	134
TRINITY_GG_8251_c2_g1_i1.p1	1	sp|A0JMA9|KATL2_XENTR	59.2	355	139	4	46	394	188	542	4.20E-139	410	sp|A0JMA9|KATL2_XENTR	58.2	368	144	5	179	542	33	394	1.67E-140	410
TRINITY_GG_8251_c2_g1_i1.p2	1	sp|P97801|SMN_MOUSE	31.5	286	153	10	6	269	16	280	7.82E-23	98.2	sp|P97801|SMN_MOUSE	32.4	272	147	9	25	280	19	269	2.37E-23	95.9
TRINITY_GG_8251_c3_g1_i2.p1	1	sp|Q8WVN8|UB2Q2_HUMAN	55.8	378	149	7	7	374	6	375	1.79E-138	402	sp|Q8WVN8|UB2Q2_HUMAN	55.8	378	149	7	6	375	7	374	4.85E-138	397
TRINITY_GG_8257_c3_g1_i1.p1	1	sp|Q8CHG7|RPGF2_MOUSE	48.1	1080	483	14	51	1075	43	1099	3.22E-305	915	sp|Q8CHG7|RPGF2_MOUSE	50.7	986	441	12	43	1005	51	1014	9.82E-305	903
TRINITY_GG_8265_c5_g1_i3.p1	1	sp|Q9NR82|KCNQ5_HUMAN	45.6	515	226	8	1	501	155	629	5.12E-117	380	sp|Q9NR82|KCNQ5_HUMAN	46	517	221	10	155	629	1	501	5.72E-121	387
TRINITY_GG_8265_c6_g1_i1.p1	1	sp|Q6DC93|PEF1_DANRE	44.4	169	93	1	60	227	99	267	2.87E-47	160	sp|Q6DC93|PEF1_DANRE	44.4	169	93	1	99	267	60	227	6.11E-47	155
TRINITY_GG_8266_c1_g1_i5.p1	1	sp|Q3T045|SPF30_BOVIN	39.7	141	82	1	61	198	90	230	1.89E-27	107	sp|Q3T045|SPF30_BOVIN	39.7	141	82	1	90	230	61	198	3.82E-27	102
TRINITY_GG_8268_c2_g1_i2.p1	1	sp|Q6GX83|GXLT1_RAT	63.5	156	54	2	81	236	110	262	9.18E-62	204	sp|Q6GX83|GXLT1_RAT	63.5	156	54	2	110	262	81	236	1.03E-63	206
TRINITY_GG_8268_c2_g1_i2.p2	1	sp|Q5SP46|GXLT1_DANRE	47.9	163	74	1	6	157	234	396	5.72E-48	162	sp|Q5SP46|GXLT1_DANRE	47.9	163	74	1	234	396	6	157	3.53E-51	168
TRINITY_GG_8272_c1_g1_i1.p1	1	sp|O15353|FOXN1_HUMAN	66	153	40	4	280	424	245	393	6.22E-54	197	sp|O15353|FOXN1_HUMAN	66	153	40	4	245	393	280	424	1.98E-55	198
TRINITY_GG_8272_c2_g1_i4.p1	1	sp|Q3UG20|KMT2E_MOUSE	31.2	644	282	22	222	825	63	585	2.75E-54	214	sp|Q3UG20|KMT2E_MOUSE	33.2	539	251	17	118	585	325	825	1.98E-55	213
TRINITY_GG_8272_c3_g1_i1.p1	1	sp|Q99JW2|ACY1_MOUSE	52.5	400	190	0	6	405	4	403	1.81E-155	447	sp|Q99JW2|ACY1_MOUSE	52.5	400	190	0	4	403	6	405	1.40E-154	442
TRINITY_GG_8273_c14_g1_i2.p1	1	sp|Q5VYK3|ECM29_HUMAN	41.9	1679	895	30	1	1640	142	1778	0	1170	sp|Q5VYK3|ECM29_HUMAN	41.8	1681	893	30	142	1778	1	1640	0	1175
TRINITY_GG_8273_c15_g1_i3.p1	1	sp|Q96RW7|HMCN1_HUMAN	32.7	2029	1272	39	558	2549	37	2008	3.60E-305	1064	sp|Q96RW7|HMCN1_HUMAN	32.5	2054	1291	39	15	2008	532	2549	3.77E-305	1063
TRINITY_GG_8273_c15_g1_i3.p2	1	sp|Q6DF62|RGN_XENTR	40.5	309	170	6	1	307	1	297	6.14E-73	229	sp|Q6DF62|RGN_XENTR	41.1	304	165	6	1	292	1	302	1.89E-76	235
TRINITY_GG_8276_c17_g1_i2.p3	1	sp|Q9XT54|PDE6D_CANLF	82	150	24	1	1	147	1	150	2.67E-88	256	sp|Q9XT54|PDE6D_CANLF	82	150	24	1	1	150	1	147	5.29E-88	252
TRINITY_GG_8278_c3_g1_i1.p1	1	sp|A1ZAI5|FACR1_DROME	62.4	511	191	1	10	520	116	625	4.37E-243	683	sp|A1ZAI5|FACR1_DROME	62.4	511	191	1	116	625	10	520	1.75E-243	681
TRINITY_GG_8281_c1_g1_i1.p1	1	sp|Q8BTV1|TUSC3_MOUSE	65.6	299	102	1	31	328	49	347	1.26E-146	419	sp|Q8BTV1|TUSC3_MOUSE	65.6	299	102	1	49	347	31	328	2.71E-148	420
TRINITY_GG_8281_c11_g1_i5.p2	1	sp|P22304|IDS_HUMAN	60.1	203	80	1	23	225	38	239	2.44E-82	258	sp|P22304|IDS_HUMAN	60.1	203	80	1	38	239	23	225	6.14E-84	259
TRINITY_GG_8281_c12_g1_i1.p1	1	sp|Q9VLP9|PORED_DROME	42.2	185	104	3	9	191	143	326	5.55E-45	154	sp|Q9VLP9|PORED_DROME	42.2	185	104	3	143	326	9	191	8.86E-48	158
TRINITY_GG_8281_c13_g1_i11.p1	1	sp|Q9GQN5|ATRX_DROME	51.2	816	382	10	1258	2064	381	1189	9.88E-236	742	sp|Q9GQN5|ATRX_DROME	52.6	780	359	7	381	1154	1258	2032	4.66E-236	738
TRINITY_GG_8281_c9_g1_i1.p1	1	sp|Q00547|HMMR_MOUSE	34.1	135	80	1	1053	1178	609	743	2.22E-10	68.9	sp|Q00547|HMMR_MOUSE	40.7	91	54	0	653	743	1088	1178	6.78E-11	65.5
