Entry_Name,Gene_Ontology_IDs
SERA_MOUSE,GO:0004617; GO:0006541; GO:0006544; GO:0006563; GO:0006564; GO:0006566; GO:0009448; GO:0010468; GO:0019530; GO:0021510; GO:0021782; GO:0021915; GO:0022008; GO:0031175; GO:0043209; GO:0051287; GO:0070314
PGK_CARHZ,GO:0004618; GO:0005524; GO:0005737; GO:0006096
PGK_DROME,GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0007268; GO:0016310; GO:0030018; GO:0031430; GO:0043531; GO:0045202; GO:0046716
PGK_CAEEL,GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0016310; GO:0043531
ABD12_DANRE,GO:0004620; GO:0004622; GO:0005789; GO:0006660; GO:0008474; GO:0009395; GO:0010842; GO:0016020; GO:0016021; GO:0036269; GO:0042552; GO:0043010; GO:0046464; GO:0047372; GO:0048899; GO:0048919; GO:0052651
NSMA_DROME,GO:0004620; GO:0004767; GO:0005783; GO:0005901; GO:0006684; GO:0016020; GO:0016021; GO:0030149; GO:0046513; GO:0046872; GO:0071944
LIPR2_CAVPO,GO:0004620; GO:0004806; GO:0005509; GO:0005615; GO:0006629; GO:0006644; GO:0009395; GO:0016020; GO:0019376; GO:0019433; GO:0031410; GO:0043005; GO:0047372; GO:0047714; GO:0102549
LIPR2_CAVPO,GO:0004620; GO:0004806; GO:0005509; GO:0005615; GO:0006629; GO:0006644; GO:0009395; GO:0016020; GO:0019376; GO:0019433; GO:0031410; GO:0043005; GO:0047372; GO:0047714; GO:0102549
LIPR2_RAT,GO:0004620; GO:0004806; GO:0005509; GO:0005615; GO:0006644; GO:0006968; GO:0009395; GO:0009617; GO:0009791; GO:0016042; GO:0016298; GO:0019376; GO:0019433; GO:0032094; GO:0033993; GO:0034638; GO:0042589; GO:0043005; GO:0043434; GO:0044258; GO:0047372; GO:0047714; GO:0051384; GO:0102549
LIPR2_BOVIN,GO:0004620; GO:0004806; GO:0005509; GO:0005615; GO:0006644; GO:0006968; GO:0009395; GO:0009617; GO:0016020; GO:0016042; GO:0016298; GO:0019376; GO:0019433; GO:0031410; GO:0043005; GO:0044258; GO:0047372; GO:0047714; GO:0102549
LIPR2_BOVIN,GO:0004620; GO:0004806; GO:0005509; GO:0005615; GO:0006644; GO:0006968; GO:0009395; GO:0009617; GO:0016020; GO:0016042; GO:0016298; GO:0019376; GO:0019433; GO:0031410; GO:0043005; GO:0044258; GO:0047372; GO:0047714; GO:0102549
LIPR2_MOUSE,GO:0004620; GO:0004806; GO:0005509; GO:0005615; GO:0006644; GO:0006968; GO:0009395; GO:0009617; GO:0016042; GO:0016298; GO:0019376; GO:0019433; GO:0034638; GO:0042589; GO:0043005; GO:0044258; GO:0047372; GO:0047714; GO:0102549
LIPR2_MOUSE,GO:0004620; GO:0004806; GO:0005509; GO:0005615; GO:0006644; GO:0006968; GO:0009395; GO:0009617; GO:0016042; GO:0016298; GO:0019376; GO:0019433; GO:0034638; GO:0042589; GO:0043005; GO:0044258; GO:0047372; GO:0047714; GO:0102549
PLBL_DROME,GO:0004620; GO:0005576; GO:0007444; GO:0009395; GO:0046843
PLBL2_BOVIN,GO:0004620; GO:0005576; GO:0009395; GO:0043202
PLBL2_HUMAN,GO:0004620; GO:0005576; GO:0009395; GO:0043202; GO:0070062
DDHD1_BOVIN,GO:0004620; GO:0005737; GO:0016042; GO:0046872
ABHGA_PONAB,GO:0004620; GO:0006660; GO:0016021; GO:0047372; GO:0052651
CEL_MOUSE,GO:0004622; GO:0004771; GO:0004806; GO:0005615; GO:0005737; GO:0005791; GO:0005794; GO:0005829; GO:0008126; GO:0030157; GO:0030299; GO:0032991; GO:0042588; GO:0043208; GO:0043231; GO:0044877; GO:0045121; GO:0046514; GO:0050253; GO:0052689; GO:0098793
CEL_MOUSE,GO:0004622; GO:0004771; GO:0004806; GO:0005615; GO:0005737; GO:0005791; GO:0005794; GO:0005829; GO:0008126; GO:0030157; GO:0030299; GO:0032991; GO:0042588; GO:0043208; GO:0043231; GO:0044877; GO:0045121; GO:0046514; GO:0050253; GO:0052689; GO:0098793
PLB1_RABIT,GO:0004622; GO:0004806; GO:0008970; GO:0016021; GO:0016324; GO:0034638; GO:0046340; GO:0047372; GO:0047499; GO:0052651; GO:0102545
SWS_DROME,GO:0004622; GO:0005737; GO:0005783; GO:0005789; GO:0005886; GO:0006643; GO:0006644; GO:0007272; GO:0007608; GO:0016021; GO:0016042; GO:0034236; GO:0034349; GO:0045494; GO:0046470; GO:0051402; GO:0061024; GO:0072657; GO:0102545; GO:2000480
GDPD1_MOUSE,GO:0004622; GO:0005783; GO:0005789; GO:0006644; GO:0008081; GO:0016020; GO:0016021; GO:0046475; GO:0046872; GO:0048471; GO:0070291
GDE1_HUMAN,GO:0004622; GO:0005886; GO:0006580; GO:0006629; GO:0006644; GO:0008889; GO:0016021; GO:0030659; GO:0046475; GO:0046872; GO:0047395; GO:0070291
PLPL2_MOUSE,GO:0004623; GO:0004806; GO:0005654; GO:0005737; GO:0005811; GO:0005829; GO:0005886; GO:0006651; GO:0010891; GO:0010898; GO:0016020; GO:0016021; GO:0016411; GO:0019433; GO:0019915; GO:0034389; GO:0044242; GO:0050253; GO:0051264; GO:0051265; GO:0055088; GO:1905691
PA2_APIME,GO:0004623; GO:0005509; GO:0005576; GO:0006644; GO:0016042; GO:0050482
PA2B5_BUNCE,GO:0004623; GO:0005509; GO:0005576; GO:0006644; GO:0016042; GO:0050482; GO:0090729
PA2A1_DABRR,GO:0004623; GO:0005509; GO:0005576; GO:0006644; GO:0016042; GO:0050482; GO:0090729
PA2_XYLAI,GO:0004623; GO:0005576; GO:0006644; GO:0016042; GO:0046872; GO:0050482
PA11_DOLMA,GO:0004623; GO:0005576; GO:0008970; GO:0016042; GO:0052739; GO:0052740
PA11_DOLMA,GO:0004623; GO:0005576; GO:0008970; GO:0016042; GO:0052739; GO:0052740
PRDX6_CHICK,GO:0004623; GO:0005615; GO:0005739; GO:0005764; GO:0005829; GO:0008379; GO:0016042; GO:0045454; GO:0047184
PRDX6_CHICK,GO:0004623; GO:0005615; GO:0005739; GO:0005764; GO:0005829; GO:0008379; GO:0016042; GO:0045454; GO:0047184
ABHD3_MOUSE,GO:0004623; GO:0008126; GO:0008970; GO:0016021; GO:0034338; GO:0044255; GO:0046470; GO:0047372; GO:0051792; GO:0051793; GO:0052739; GO:0052740
PMVK_PIG,GO:0004631; GO:0005524; GO:0005829; GO:0006695; GO:0016310; GO:0019287; GO:0070723
COAC_HUMAN,GO:0004633; GO:0005829; GO:0010181; GO:0015937; GO:0042802; GO:0071513
PUR2_CHICK,GO:0004637; GO:0004641; GO:0004644; GO:0005524; GO:0005829; GO:0006164; GO:0006189; GO:0046084; GO:0046872
PUR6_DROME,GO:0004638; GO:0004639; GO:0005524; GO:0005737; GO:0005829; GO:0006189; GO:0043727
PUR4_MOUSE,GO:0004642; GO:0005524; GO:0005737; GO:0006177; GO:0006189; GO:0006541; GO:0009410; GO:0044208; GO:0046872; GO:0097065; GO:0097294
SERC_DROME,GO:0004648; GO:0005737; GO:0006564; GO:0030170
PARG_DROME,GO:0004649; GO:0005634; GO:0005654; GO:0005737; GO:0005975; GO:0006282; GO:0009225; GO:0009408; GO:0030576; GO:0031056; GO:0031507; GO:0035065; GO:0036099; GO:0043484; GO:0051457; GO:1990966
P4HA1_BOVIN,GO:0004656; GO:0005506; GO:0005783; GO:0005788; GO:0018401; GO:0031418
P4HA2_CAEEL,GO:0004656; GO:0005506; GO:0005783; GO:0005788; GO:0018401; GO:0031418; GO:0031545; GO:0043412
P4HA2_CAEEL,GO:0004656; GO:0005506; GO:0005783; GO:0005788; GO:0018401; GO:0031418; GO:0031545; GO:0043412
PCCA_HUMAN,GO:0004658; GO:0005524; GO:0005739; GO:0005759; GO:0005829; GO:0006631; GO:0009081; GO:0009374; GO:0019626; GO:0019899; GO:0046872; GO:1902494
PCCB_HUMAN,GO:0004658; GO:0005524; GO:0005739; GO:0005759; GO:0005829; GO:0006631; GO:0009081; GO:0019626; GO:1902494
PCCA_MOUSE,GO:0004658; GO:0005524; GO:0005739; GO:0005759; GO:0016042; GO:0019899; GO:0046872; GO:1902494
UBIA1_DROME,GO:0004659; GO:0005739; GO:0005783; GO:0009234; GO:0016020; GO:0030173; GO:0031966; GO:0032194; GO:0035167; GO:0035204; GO:0035207; GO:0042371; GO:0045611; GO:0070584
FNTA_HUMAN,GO:0004660; GO:0004661; GO:0004662; GO:0004663; GO:0005737; GO:0005829; GO:0005875; GO:0005886; GO:0005953; GO:0005965; GO:0007179; GO:0008017; GO:0018343; GO:0018344; GO:0030548; GO:0030971; GO:0043014; GO:0045213; GO:0071340; GO:0090044; GO:0090045
FNTB_HUMAN,GO:0004660; GO:0005829; GO:0005875; GO:0005965; GO:0006629; GO:0008270; GO:0018342; GO:0018343
PGTB1_HUMAN,GO:0004661; GO:0004662; GO:0005953; GO:0008270; GO:0018342; GO:0018344
RAE1_HUMAN,GO:0004663; GO:0005092; GO:0005096; GO:0005634; GO:0005737; GO:0005829; GO:0005968; GO:0006612; GO:0007264; GO:0007601; GO:0016192; GO:0018344; GO:0031267
PGTA_RAT,GO:0004663; GO:0005737; GO:0005968; GO:0008270; GO:0018344; GO:0031267
PGTB2_BOVIN,GO:0004663; GO:0005968; GO:0008270; GO:0018342; GO:0018344; GO:0031267
JNK_DROME,GO:0004672; GO:0004674; GO:0004705; GO:0004707; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006979; GO:0007254; GO:0007258; GO:0007391; GO:0007395; GO:0007411; GO:0007616; GO:0009408; GO:0010508; GO:0010628; GO:0010942; GO:0016319; GO:0019731; GO:0030424; GO:0030425; GO:0030707; GO:0033209; GO:0034599; GO:0034614; GO:0035006; GO:0035313; GO:0035556; GO:0042060; GO:0043652; GO:0046529; GO:0046843; GO:0046844; GO:0048010; GO:0048615; GO:0048666; GO:0048674; GO:0048675; GO:0048803; GO:0048812; GO:0061057; GO:0071243; GO:0071276; GO:0071907; GO:0106310; GO:1903688; GO:1904801
TESK2_HUMAN,GO:0004672; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006468; GO:0007283; GO:0016604; GO:0030036; GO:0046872; GO:0048041; GO:0106310
TESK2_HUMAN,GO:0004672; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006468; GO:0007283; GO:0016604; GO:0030036; GO:0046872; GO:0048041; GO:0106310
KEG_ARATH,GO:0004672; GO:0004674; GO:0004842; GO:0005524; GO:0005769; GO:0005802; GO:0006468; GO:0006952; GO:0009737; GO:0009738; GO:0009788; GO:0016197; GO:0016567; GO:0032940; GO:0033184; GO:0043621; GO:0045324; GO:0046872; GO:0048589; GO:0106310
VRK1_MOUSE,GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005795; GO:0005829; GO:0006468; GO:0006974; GO:0007049; GO:0007165; GO:0016572; GO:0018105; GO:0019901; GO:0035175; GO:0042393; GO:0046777; GO:0051301; GO:0072354; GO:0090166; GO:0106310; GO:0120187
RIOK2_HUMAN,GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007049; GO:0030071; GO:0030490; GO:0030688; GO:0042274; GO:0046777; GO:0046872; GO:0106310; GO:2000208; GO:2000234
RIOK2_HUMAN,GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007049; GO:0030071; GO:0030490; GO:0030688; GO:0042274; GO:0046777; GO:0046872; GO:0106310; GO:2000208; GO:2000234
SPEG_HUMAN,GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0006468; GO:0007517; GO:0008285; GO:0042692; GO:0106310
KSR2_HUMAN,GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0007165; GO:0007265; GO:0019722; GO:0046872; GO:0106310; GO:0120162
WNK3_MOUSE,GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0005912; GO:0005923; GO:0006468; GO:0006884; GO:0007231; GO:0010765; GO:0010766; GO:0010800; GO:0018107; GO:0019869; GO:0019870; GO:0032414; GO:0035556; GO:0035633; GO:0043066; GO:0046777; GO:0050801; GO:0051928; GO:0072659; GO:0090188; GO:0090279; GO:0106310; GO:1903078; GO:1903288; GO:1904062; GO:2000651
GEK_DROME,GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005856; GO:0008039; GO:0008154; GO:0018107; GO:0030424; GO:0030426; GO:0030833; GO:0031032; GO:0046872; GO:0106310
GEK_DROME,GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005856; GO:0008039; GO:0008154; GO:0018107; GO:0030424; GO:0030426; GO:0030833; GO:0031032; GO:0046872; GO:0106310
M4K3_HUMAN,GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0007254; GO:0008349; GO:0009411; GO:0034612; GO:0035556; GO:0106310
MAPK2_DROME,GO:0004672; GO:0004683; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0009651; GO:0009931; GO:0018105; GO:0035556; GO:0045793; GO:0046328; GO:0046777; GO:0051019; GO:0106310
E2AK3_DROME,GO:0004672; GO:0004686; GO:0004694; GO:0005524; GO:0005789; GO:0005829; GO:0010389; GO:0010508; GO:0016021; GO:0036499; GO:0046330; GO:0106310
E2AK3_DROME,GO:0004672; GO:0004686; GO:0004694; GO:0005524; GO:0005789; GO:0005829; GO:0010389; GO:0010508; GO:0016021; GO:0036499; GO:0046330; GO:0106310
CDKL2_HUMAN,GO:0004672; GO:0004693; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0006468; GO:0007165; GO:0007548; GO:0106310
M3K15_HUMAN,GO:0004672; GO:0004709; GO:0005524; GO:0006468; GO:0046872; GO:0106310
PDK_DROME,GO:0004672; GO:0004740; GO:0005524; GO:0005739; GO:0005967; GO:0006006; GO:0006468; GO:0010906
PDK_DROME,GO:0004672; GO:0004740; GO:0005524; GO:0005739; GO:0005967; GO:0006006; GO:0006468; GO:0010906
RYK_MOUSE,GO:0004672; GO:0004888; GO:0005109; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0005887; GO:0006468; GO:0007169; GO:0007409; GO:0007411; GO:0016020; GO:0016055; GO:0017147; GO:0022038; GO:0030182; GO:0031175; GO:0033278; GO:0033674; GO:0036518; GO:0042813; GO:0043235; GO:0043410; GO:0048705; GO:0048843; GO:0048846; GO:0050919; GO:0061643; GO:0071679; GO:1904938; GO:1904948; GO:1904953
UNC89_CAEEL,GO:0004672; GO:0005085; GO:0005524; GO:0005887; GO:0006468; GO:0008104; GO:0010628; GO:0014722; GO:0019902; GO:0030241; GO:0031034; GO:0031267; GO:0031430; GO:0031672; GO:0040017; GO:0045214; GO:0045989; GO:0060298; GO:0071688; GO:0090736; GO:1905552; GO:1905905
UNC89_CAEEL,GO:0004672; GO:0005085; GO:0005524; GO:0005887; GO:0006468; GO:0008104; GO:0010628; GO:0014722; GO:0019902; GO:0030241; GO:0031034; GO:0031267; GO:0031430; GO:0031672; GO:0040017; GO:0045214; GO:0045989; GO:0060298; GO:0071688; GO:0090736; GO:1905552; GO:1905905
TBCK_HUMAN,GO:0004672; GO:0005096; GO:0005524; GO:0005737; GO:0008283; GO:0030036; GO:0030496; GO:0032006; GO:0072686; GO:0090630
NPRL2_MOUSE,GO:0004672; GO:0005096; GO:0005765; GO:0005774; GO:0010508; GO:0032007; GO:0033673; GO:0034198; GO:1904262; GO:1990130
ADCK_DROME,GO:0004672; GO:0005524; GO:0005576; GO:0005743; GO:0006468; GO:0007005; GO:0010637; GO:0032592; GO:0055088; GO:1903852
SCYL1_MOUSE,GO:0004672; GO:0005524; GO:0005737; GO:0005793; GO:0005794; GO:0005801; GO:0005815; GO:0005829; GO:0006468; GO:0006890; GO:0006954; GO:0008104; GO:0021522; GO:0030126; GO:0048666
SG196_DANRE,GO:0004672; GO:0005524; GO:0005789; GO:0006468; GO:0006493; GO:0016021; GO:0016301; GO:0016773; GO:0019200; GO:0030247; GO:0036268; GO:0043531; GO:0046835; GO:0061061
NRBP_DROPS,GO:0004672; GO:0005524; GO:0005794; GO:0005829; GO:0005938; GO:0006468; GO:0006888; GO:0008361; GO:0009306; GO:0012505; GO:0036335; GO:0042127; GO:0042803
AAKB1_RAT,GO:0004672; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0006633; GO:0007165; GO:0010628; GO:0019901; GO:0031588; GO:0031669; GO:0032991; GO:0035878; GO:0050790; GO:0120162
SLOB_DROME,GO:0004672; GO:0005737; GO:0005886; GO:0007274; GO:0032780; GO:0042391; GO:0042594; GO:0043271; GO:0045202; GO:0050804
PAQRB_MOUSE,GO:0004672; GO:0005765; GO:0005794; GO:0016021; GO:0019835; GO:0031902; GO:0032880; GO:0045666; GO:0045860
KAPC1_DROME,GO:0004674; GO:0004679; GO:0004691; GO:0005524; GO:0005634; GO:0005829; GO:0005886; GO:0006468; GO:0007314; GO:0007317; GO:0007448; GO:0007476; GO:0007615; GO:0007622; GO:0008103; GO:0008355; GO:0008359; GO:0010628; GO:0010737; GO:0019933; GO:0030425; GO:0032436; GO:0035332; GO:0040040; GO:0042981; GO:0043005; GO:0043025; GO:0044297; GO:0045187; GO:0045879; GO:0045880; GO:0046823; GO:0048477; GO:0048682; GO:0050804; GO:0071361; GO:0106310; GO:2000249
CSKP_DROME,GO:0004674; GO:0004683; GO:0005102; GO:0005516; GO:0005524; GO:0005886; GO:0005911; GO:0006468; GO:0007269; GO:0007274; GO:0007298; GO:0007615; GO:0007616; GO:0007628; GO:0008049; GO:0008104; GO:0008344; GO:0008582; GO:0016080; GO:0016081; GO:0031594; GO:0040011; GO:0040012; GO:0042043; GO:0046928; GO:0048149; GO:0048488; GO:0061174; GO:0072375; GO:0106310; GO:1900073; GO:1900244; GO:2000331
CSKP_DROME,GO:0004674; GO:0004683; GO:0005102; GO:0005516; GO:0005524; GO:0005886; GO:0005911; GO:0006468; GO:0007269; GO:0007274; GO:0007298; GO:0007615; GO:0007616; GO:0007628; GO:0008049; GO:0008104; GO:0008344; GO:0008582; GO:0016080; GO:0016081; GO:0031594; GO:0040011; GO:0040012; GO:0042043; GO:0046928; GO:0048149; GO:0048488; GO:0061174; GO:0072375; GO:0106310; GO:1900073; GO:1900244; GO:2000331
CSKP_DROME,GO:0004674; GO:0004683; GO:0005102; GO:0005516; GO:0005524; GO:0005886; GO:0005911; GO:0006468; GO:0007269; GO:0007274; GO:0007298; GO:0007615; GO:0007616; GO:0007628; GO:0008049; GO:0008104; GO:0008344; GO:0008582; GO:0016080; GO:0016081; GO:0031594; GO:0040011; GO:0040012; GO:0042043; GO:0046928; GO:0048149; GO:0048488; GO:0061174; GO:0072375; GO:0106310; GO:1900073; GO:1900244; GO:2000331
KKCC1_HUMAN,GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0035556; GO:0045860; GO:0106310
KPC4_DROME,GO:0004674; GO:0004687; GO:0004698; GO:0005524; GO:0005886; GO:0006468; GO:0018105; GO:0035556; GO:0046872; GO:0060361; GO:0106310
CDK9_DANRE,GO:0004674; GO:0004693; GO:0005524; GO:0005737; GO:0006281; GO:0006468; GO:0008353; GO:0016605; GO:0045944; GO:0060043; GO:0061026; GO:0065003; GO:0090594; GO:0106310; GO:0120187
KPC1_DROME,GO:0004674; GO:0004697; GO:0004698; GO:0004712; GO:0005524; GO:0005886; GO:0006468; GO:0008270; GO:0018105; GO:0035206; GO:0035556; GO:0106310; GO:2000370
KPC3_DROME,GO:0004674; GO:0004697; GO:0004698; GO:0005524; GO:0005886; GO:0006468; GO:0007030; GO:0007616; GO:0008285; GO:0009950; GO:0018105; GO:0034389; GO:0035556; GO:0045471; GO:0046872; GO:0106310
M3K9_MOUSE,GO:0004674; GO:0004706; GO:0005524; GO:0006468; GO:0006915; GO:0008219; GO:0043065; GO:0046777; GO:0106310
DYRK2_DROME,GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0006468; GO:0007608; GO:0009416; GO:0018105; GO:0018107; GO:0030177; GO:0042048; GO:0106310
DUSTY_APIME,GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005737; GO:0016323; GO:0016324; GO:0106310
TTK_MACFA,GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0006996; GO:0051304; GO:0106310
ACK_DROME,GO:0004674; GO:0004713; GO:0004715; GO:0005102; GO:0005524; GO:0005737; GO:0006241; GO:0006468; GO:0006644; GO:0007169; GO:0007286; GO:0007291; GO:0007391; GO:0008104; GO:0008258; GO:0017124; GO:0018108; GO:0030136; GO:0030154; GO:0031034; GO:0031234; GO:0032991; GO:0035331; GO:0042169; GO:0043066; GO:0045087; GO:0046664; GO:0046872; GO:0071364; GO:0071944; GO:0097268; GO:0140297
MELK_DANRE,GO:0004674; GO:0004715; GO:0005509; GO:0005524; GO:0005886; GO:0005938; GO:0006468; GO:0006915; GO:0007049; GO:0008016; GO:0008283; GO:0008289; GO:0030097; GO:0035556; GO:0043065; GO:0046777; GO:0048821; GO:0061351; GO:0106310
OBSCN_HUMAN,GO:0004674; GO:0005085; GO:0005516; GO:0005524; GO:0005546; GO:0005547; GO:0005829; GO:0005886; GO:0005887; GO:0005911; GO:0006468; GO:0008307; GO:0010314; GO:0016604; GO:0030016; GO:0030018; GO:0030506; GO:0031430; GO:0031432; GO:0032266; GO:0036309; GO:0042383; GO:0043325; GO:0045214; GO:0046872; GO:0050839; GO:0051056; GO:0070273; GO:0098609; GO:0106310
TRIO_HUMAN,GO:0004674; GO:0005085; GO:0005524; GO:0005737; GO:0005829; GO:0006468; GO:0007185; GO:0007411; GO:0007417; GO:0019898; GO:0042995; GO:0045599; GO:0048812; GO:0051056; GO:0106310
TRIO_DANRE,GO:0004674; GO:0005085; GO:0005524; GO:0005737; GO:0006468; GO:0007411; GO:0007417; GO:0019898; GO:0106310
AAK1_BOVIN,GO:0004674; GO:0005112; GO:0005524; GO:0005737; GO:0005905; GO:0006468; GO:0006897; GO:0019897; GO:0030136; GO:0031252; GO:0032880; GO:0035612; GO:0043195; GO:0045747; GO:0046777; GO:0050821; GO:0070161; GO:0106310; GO:2000369
AAK1_PIG,GO:0004674; GO:0005112; GO:0005524; GO:0005737; GO:0005905; GO:0006468; GO:0006897; GO:0019897; GO:0030136; GO:0031252; GO:0032880; GO:0035612; GO:0043195; GO:0045747; GO:0046777; GO:0050821; GO:0070161; GO:0106310; GO:2000369
FUSED_DROME,GO:0004674; GO:0005119; GO:0005524; GO:0005737; GO:0005829; GO:0005929; GO:0007224; GO:0007228; GO:0007293; GO:0007367; GO:0030514; GO:0031234; GO:0031398; GO:0032991; GO:0035222; GO:0035301; GO:0042073; GO:0042803; GO:0045879; GO:0046777; GO:0046824; GO:0106310
DAPK2_HUMAN,GO:0004674; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005794; GO:0006468; GO:0006915; GO:0010506; GO:0031410; GO:0034423; GO:0035556; GO:0042802; GO:0042981; GO:0043065; GO:0043231; GO:0043276; GO:0046777; GO:0090023; GO:0106310; GO:2000424; GO:2001242
UNC22_CAEEL,GO:0004674; GO:0005516; GO:0005524; GO:0008344; GO:0018105; GO:0018107; GO:0019901; GO:0031672; GO:0035095; GO:0040017; GO:0045989; GO:0046872; GO:0051782; GO:0060298; GO:0106310
UNC22_CAEEL,GO:0004674; GO:0005516; GO:0005524; GO:0008344; GO:0018105; GO:0018107; GO:0019901; GO:0031672; GO:0035095; GO:0040017; GO:0045989; GO:0046872; GO:0051782; GO:0060298; GO:0106310
DAPK_CAEEL,GO:0004674; GO:0005524; GO:0005525; GO:0005634; GO:0005829; GO:0005856; GO:0006468; GO:0035556; GO:0043065; GO:0045087; GO:0046872; GO:0048583; GO:0106310
LRK1_CAEEL,GO:0004674; GO:0005524; GO:0005525; GO:0005737; GO:0005794; GO:0006468; GO:0006979; GO:0008104; GO:0034976; GO:0043025; GO:0046872; GO:0048489; GO:0048846; GO:0106310; GO:1901215
STRAA_MOUSE,GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0006611; GO:0019900; GO:0030295; GO:0032147; GO:0032991; GO:0043539; GO:0044877; GO:0070314; GO:0140535; GO:1902554
PRP4B_RAT,GO:0004674; GO:0005524; GO:0005634; GO:0005694; GO:0006468; GO:0016607; GO:0045292; GO:0071013; GO:0106310
NEK8_RAT,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005929; GO:0006468; GO:0007059; GO:0007368; GO:0007507; GO:0009887; GO:0035330; GO:0046872; GO:0097543; GO:0097546; GO:0106310
KC1A_CAEEL,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0007165; GO:0016055; GO:0018105; GO:0032436; GO:0060069; GO:0090090; GO:0106310
KC1A_CAEEL,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0007165; GO:0016055; GO:0018105; GO:0032436; GO:0060069; GO:0090090; GO:0106310
ASATR_DROME,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005819; GO:0007165; GO:0018105; GO:0106310
PASK_MOUSE,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0035091; GO:0035556; GO:0043576; GO:0045719; GO:0046777; GO:0070092; GO:0097009; GO:0106310
KC1DA_DANRE,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005876; GO:0007165; GO:0016055; GO:0018105; GO:0032436; GO:0042752; GO:0051225; GO:0090263; GO:0106310; GO:1905515
KC1G3_RAT,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006468; GO:0006897; GO:0007165; GO:0016055; GO:0018105; GO:0046777; GO:0090263; GO:0106310
PIK1_CAEEL,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0006468; GO:0009605; GO:0019221; GO:0035556; GO:0048583; GO:0106310
TRC_DROPS,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005938; GO:0006468; GO:0007165; GO:0018105; GO:0022416; GO:0030424; GO:0030425; GO:0035317; GO:0035556; GO:0044297; GO:0046872; GO:0048800; GO:0048813; GO:0048814; GO:0050773; GO:0051012; GO:0070451; GO:0070593; GO:0106310; GO:0150013
LIMK1_DROME,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007560; GO:0030036; GO:0030496; GO:0032154; GO:0046872; GO:0106310
AKT1_DROME,GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0005886; GO:0005938; GO:0006468; GO:0006915; GO:0006979; GO:0007424; GO:0007427; GO:0007623; GO:0008284; GO:0008286; GO:0010884; GO:0010897; GO:0018105; GO:0030307; GO:0031104; GO:0032869; GO:0035206; GO:0035264; GO:0035331; GO:0035556; GO:0040014; GO:0040018; GO:0042632; GO:0043025; GO:0043066; GO:0043491; GO:0045793; GO:0045886; GO:0046622; GO:0048010; GO:0048477; GO:0048680; GO:0050773; GO:0055088; GO:0060292; GO:0090278; GO:0106310; GO:1901215; GO:1903688; GO:1904263
ST17A_RABIT,GO:0004674; GO:0005524; GO:0005634; GO:0006468; GO:0006915; GO:0035556; GO:0043065; GO:0106310; GO:2000377
STK19_HUMAN,GO:0004674; GO:0005524; GO:0005634; GO:0006468; GO:0016607; GO:0031267; GO:0046579; GO:0106310
